commit	file	id	line	score	label
0012846d2fa12d790220ac53f9183047abe19520	gdx/src/com/badlogic/gdx/graphics/loaders/md5/MD5Mesh.java	52	finalVertex . x += ( joint . pos . x + weightVertex . x ) * weight . bias ;	0.23165622353553772	0
0012846d2fa12d790220ac53f9183047abe19520	gdx/src/com/badlogic/gdx/graphics/loaders/md5/MD5Mesh.java	53	finalVertex . y += ( joint . pos . y + weightVertex . y ) * weight . bias ;	0.22999030351638794	0
0012846d2fa12d790220ac53f9183047abe19520	gdx/src/com/badlogic/gdx/graphics/loaders/md5/MD5Mesh.java	54	finalVertex . z += ( joint . pos . z + weightVertex . z ) * weight . bias ;	0.2317231446504593	0
0012846d2fa12d790220ac53f9183047abe19520	gdx/src/com/badlogic/gdx/graphics/loaders/md5/MD5Mesh.java	57	verts [ k++ ] = finalVertex . x ;	0.21543660759925842	1
0012846d2fa12d790220ac53f9183047abe19520	gdx/src/com/badlogic/gdx/graphics/loaders/md5/MD5Mesh.java	58	verts [ k++ ] = finalVertex . y ;	0.2148813158273697	1
0012846d2fa12d790220ac53f9183047abe19520	gdx/src/com/badlogic/gdx/graphics/loaders/md5/MD5Mesh.java	59	verts [ k++ ] = finalVertex . z ;	0.2154589146375656	1
0012846d2fa12d790220ac53f9183047abe19520	gdx/src/com/badlogic/gdx/graphics/loaders/md5/MD5Mesh.java	60	k+=NUM ;	0.06608708947896957	1
00259cc2c7369f02113efeb0518f81b2380c3519	core/src/main/java/hudson/search/Search.java	30	rsp . sendRedirectNUM ( a . getUrl ( ) +target . getUrl ( ) ) ;	0.461941659450531	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	8	public class Delay implements Action	0.24317491054534912	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	10	static final Pool < Delay > pool = new Pool < Delay > ( new PoolObjectFactory < Delay > ( ) {	0.6703680753707886	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	12	public Delay createObject ( )	0.1816708743572235	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	14	return new Delay ( ) ;	0.1630893051624298	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	16	} , NUM ) ;	0.000474678905447945	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	19	float taken ;	0.0030366273131221533	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	20	float duration ;	0.00426604226231575	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	21	Action action ;	0.0725095197558403	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	23	public static Delay $ ( Action action , float duration )	0.15895865857601166	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	25	Delay delay = pool . newObject ( ) ;	0.2515687346458435	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	26	delay . taken = NUM ;	0.05349107086658478	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	27	delay . duration = duration ;	0.055858366191387177	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	28	delay . action = action ;	0.06427095830440521	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	29	return delay ;	0.027450382709503174	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	33	public void setTarget ( Actor actor )	0.05817962437868118	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	35	action . setTarget ( actor ) ;	0.020288050174713135	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	39	public void act ( float delta )	0.04155819118022919	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	41	taken += delta ;	0.0022744424641132355	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	42	if ( taken > duration )	0.032884761691093445	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	43	action . act ( delta ) ;	0.006524638272821903	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	47	public boolean isDone ( )	0.027410920709371567	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	49	boolean done = taken > duration && action . isDone ( ) ;	0.08670477569103241	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	50	if ( done )	0.021216897293925285	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	51	pool . free ( this ) ;	0.04721444845199585	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Delay.java	52	return done ;	0.02874782495200634	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	8	public class FadeIn implements Action	0.16907989978790283	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	10	static final Pool < FadeIn > pool = new Pool < FadeIn > ( new PoolObjectFactory < FadeIn > ( ) {	0.7620145082473755	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	12	public FadeIn createObject ( )	0.24299511313438416	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	14	return new FadeIn ( ) ;	0.15972603857517242	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	16	} , NUM ) ;	0.007611857261508703	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	18	float startAlpha = NUM ;	0.09170404076576233	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	19	float deltaAlpha = NUM ;	0.0916043147444725	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	20	private float duration ;	0.016385147348046303	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	21	private float invDuration ;	0.01369814295321703	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	22	private float taken = NUM ;	0.09892355650663376	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	23	private Actor target ;	0.03154383972287178	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	24	private boolean done ;	0.01019914261996746	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	26	public static FadeIn $ ( float duration )	0.10498438030481339	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	28	FadeIn action = pool . newObject ( ) ;	0.3290662169456482	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	29	action . duration = duration ;	0.08956386148929596	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	30	action . invDuration = NUM / duration ;	0.0975528359413147	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	31	action . taken = NUM ;	0.09142635762691498	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	32	action . done = false ;	0.08461248129606247	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	33	return action ;	0.035497214645147324	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	37	public void setTarget ( Actor actor )	0.08595965802669525	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	39	this . target = actor ;	0.11813922226428986	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	40	this . target . color . a = NUM ;	0.11393378674983978	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	41	this . startAlpha = NUM ;	0.0996643677353859	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	42	this . deltaAlpha = NUM ;	0.09956464171409607	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	46	public void act ( float delta )	0.03966805338859558	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	48	taken += delta ;	0.004377511329948902	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	49	if ( taken > = duration )	0.1014266237616539	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	51	pool . free ( this ) ;	0.0280722938477993	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	52	taken = duration ;	0.08163885027170181	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	53	done = true ;	0.07874060422182083	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	56	float alpha = taken * invDuration ;	0.08516596257686615	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	57	target . color . a = startAlpha + deltaAlpha * alpha ;	0.1002507358789444	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	61	public boolean isDone ( )	0.016505900770425797	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeIn.java	63	return done ;	0.03074028342962265	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	8	public class FadeOut implements Action	0.21035435795783997	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	10	static final Pool < FadeOut > pool = new Pool < FadeOut > ( new PoolObjectFactory < FadeOut > ( ) {	0.873626708984375	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	12	public FadeOut createObject ( )	0.2748844623565674	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	14	return new FadeOut ( ) ;	0.20139476656913757	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	16	} , NUM ) ;	0.005576062481850386	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	18	float startAlpha = NUM ;	0.08121360093355179	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	19	float deltaAlpha = NUM ;	0.08100410550832748	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	20	private float duration ;	0.016454076394438744	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	21	private float invDuration ;	0.013638739474117756	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	22	private float taken = NUM ;	0.08864278346300125	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	23	private Actor target ;	0.03066311404109001	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	24	private boolean done ;	0.010134495794773102	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	26	public static FadeOut $ ( float duration )	0.15277531743049622	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	28	FadeOut action = pool . newObject ( ) ;	0.3556388020515442	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	29	action . duration = duration ;	0.08249908685684204	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	30	action . invDuration = NUM / duration ;	0.08793283998966217	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	31	action . taken = NUM ;	0.08203057944774628	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	32	action . done = false ;	0.0773201733827591	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	33	return action ;	0.037826914340257645	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	37	public void setTarget ( Actor actor )	0.08093565702438354	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	39	this . target = actor ;	0.10950515419244766	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	40	this . target . color . a = NUM ;	0.10065000504255295	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	41	this . startAlpha = NUM ;	0.08969759196043015	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	42	this . deltaAlpha = -NUM ;	0.0904988944530487	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	46	public void act ( float delta )	0.036202866584062576	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	48	taken += delta ;	0.00326470285654068	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	49	if ( taken > = duration )	0.091274194419384	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	51	pool . free ( this ) ;	0.0265822634100914	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	52	taken = duration ;	0.07362919300794601	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	53	done = true ;	0.07056280225515366	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	56	float alpha = taken * invDuration ;	0.07635917514562607	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	57	target . color . a = startAlpha + deltaAlpha * alpha ;	0.08701808750629425	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	61	public boolean isDone ( )	0.016133323311805725	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/FadeOut.java	63	return done ;	0.0322716161608696	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	11	public class Sequence implements Action	0.16048195958137512	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	13	static final Pool < Sequence > pool = new Pool < Sequence > ( new PoolObjectFactory < Sequence > ( ) {	0.6536628007888794	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	15	public Sequence createObject ( )	0.19029587507247925	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	17	return new Sequence ( ) ;	0.11340245604515076	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	19	} , NUM ) ;	0.007368657272309065	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	21	private final List < Action > actions = new ArrayList < Action > ( ) ;	0.2919914126396179	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	22	private Actor target ;	0.01866590790450573	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	23	private int currAction = NUM ;	0.12395582348108292	1
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	25	public static Sequence $ ( Action . . . actions )	0.10844644159078598	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	27	Sequence action = pool . newObject ( ) ;	0.24532490968704224	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	28	int len = actions . length ;	0.07147663831710815	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	29	for ( int i = NUM ; i < len ; i++ )	0.08221922069787979	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	30	action . actions . add ( actions [ i ] ) ;	0.023443643003702164	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	31	action . currAction = NUM ;	0.12088264524936676	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	32	return action ;	0.019321437925100327	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	36	public void setTarget ( Actor actor )	0.05691841244697571	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	38	this . target = actor ;	0.10109153389930725	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	39	if ( actions . size ( ) > NUM )	0.06270269304513931	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	40	actions . get ( NUM ) . setTarget ( target ) ;	0.035809896886348724	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	44	public void act ( float delta )	0.029733149334788322	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	46	if ( actions . size ( ) == NUM )	0.049113985151052475	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	48	currAction = NUM ;	0.118812195956707	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	49	return ;	0.01725098490715027	0
008275a4476b2aa49445aa93c4e5ff9711fa7abe	gdx/src/com/badlogic/gdx/scenes/scene2d/actions/Sequence.java	52	actions . get ( currAction ) . act ( delta ) ;	0.06321817636489868	0
